BE Number,BE Date,HSN CODE,Product Description,IEC,Indian Company,ADDRESS1,CITY,Pin Code,Indian Port,MODE,Foreign Company,Supplier_Address,Shipment_Port_Code,Shipment_Port,Foreign Country,Quantity,UQC,Invoice_Unit_Price_FOREIGN CURRENCY,Total assess value in Foreign currency,INVOICE_CURRENCY,Unit_Price in INR,Amount (INR),Total_Duty_Paid,CHA_Number,CHA_Name,BE_Type
9734350,7/26/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4,"133,000",USD,308,"10,766,350","2,986,047",NA,NA,Warehouse Shipment
9734397,7/26/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4,"133,000",USD,308,"10,766,350","2,986,047",NA,NA,Warehouse Shipment
9722345,7/26/2022,29336990,CYANURIC CHLORIDE 99.5% MIN,0308073908,RUMIT LIFE CARE,"406 KALIANDAS UDYOG BHAVAN,,NEAR C  ENTURY BAZAR,PRABHADEVI","MUMBAI,MAHARASHTRA",400025,NHAVA SHEVA SEA (INNSA1),SEA,CIDIC HOLDING CO . LIMITED,NA,NA,NA,CHINA,"15,000",KGS,4,"62,550",USD,338,"5,063,423","1,404,340",NA,NA,House Consumption
9719207,7/26/2022,29336910,CYANURIC CHLORIDE,0893012289,COLOURTEX INDUSTRIES PRIVATE LIMITED,"SURVEY NO. 80., G.I.D.C.,  PANDESARA Contact No: 919909974457",SURAT,394221,HAZIRA PORT SURAT (INHZA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"30,000",KGS,4,"108,000",USD,291,"8,742,600","1,769,065",NA,NA,House Consumption
9752559,7/28/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4,"133,000",USD,308,"10,766,350","2,178,571",NA,NA,House Consumption
9761768,7/28/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,0815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"52,500",KGS,4,"199,500",USD,308,"16,149,525","4,479,071",NA,NA,Warehouse Shipment
9762960,7/28/2022,29336910,CYANURIC ACID,0888008406,BODAL CHEMICALS LIMITED,"PLOT NO.123-124, PHASE - I  GIDC, VATVA Contact No: 91971299819",AHMEDABAD GUJARAT,382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,"HEBEI FUHUI WATER TREATMENT CO., LT",NA,NA,NA,CHINA,"100,000",KGS,1,"116,500",USD,106,"10,623,523","2,149,670",NA,NA,House Consumption
9753290,7/28/2022,29336910,CYANURIC CHLORIDE QTY 300 DRUM,APBPD0155R,ZUHHAD INTERNATIONAL,"TIMES SQUARE  BLDG 7,8 TH FLR,WEST  ERN EXPRESS HIGHWAY","ANDHERI EAST,MAHARASHTRA",400069,NHAVA SHEVA SEA (INNSA1),SEA,HEBEI SHANLI CHEMICAL CO LTD,NA,NA,NA,CHINA,"15,000",KGS,4,"60,000",USD,324,"4,857,000","1,347,089",NA,NA,House Consumption
9757091,7/28/2022,29336910,CYANURIC CHLORIDE (CYANURIC ACID SALT)(BATCH NO:-20220620),0697002110,RSPL LIMITED,"PLOT NO 119 120 121 PART BLOCK,P A  ND T KALPI ROAD FAZALGANJ","KANPUR,UTTAR PRADESH",208012,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICALS CO., LTD",NA,NA,NA,CHINA,"96,000",KGS,4,"382,080",USD,322,"30,935,698","8,580,016",NA,NA,House Consumption
9778328,7/29/2022,29336990,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"54,900",USD,296,"4,444,155","899,275",NA,NA,House Consumption
9816754,8/1/2022,29336990,CYANURIC CHLORIDE,808014111,LONSEN KIRI CHEMICAL INDUSTRIES LIMITED,"7TH FLOOR HASUBNHAI CHAMBER OPP-,T  OWN HALL , ELLISBRIDGE","AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,HEBEI SHANLI CHEMICAL CO. LTD,NA,NA,NA,CHINA,"30,000",KGS,4,"108,000",USD,291,"8,742,600",0,NA,NA,House Consumption
9826793,8/2/2022,29336910,CYANURIC CHLORIDE,388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG(YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"10,267",KGS,4,"40,298",USD,318,"3,262,121","904,749",NA,NA,House Consumption
9823255,8/2/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"52,500",USD,283,"4,249,875","1,178,703",NA,NA,Warehouse Shipment
9826793,8/2/2022,29336910,CYANURIC CHLORIDE,388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG(YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"29,733",KGS,4,"116,702",USD,318,"9,447,029","1,840,754",NA,NA,House Consumption
9823355,8/2/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"30,000",KGS,4,"105,000",USD,283,"8,499,750","2,357,406",NA,NA,Warehouse Shipment
9844611,8/3/2022,29336990,CYANURIC CHLORIDE.,301070075,INNOVASSYNTH TECHNOLOGIES (INDIA ) LIMITED,"OLD MUMBAI PUNE HIGHWAY, KHOPOLI,,  DIST. RAIGAD","KHOPOLI,MAHARASHTRA",410203,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO., LTD",NA,NA,NA,CHINA,"16,000",KGS,4,"65,920",USD,334,"5,336,224","1,039,763",NA,NA,House Consumption
9855741,8/4/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"52,500",USD,283,"4,249,875","1,178,703",NA,NA,Warehouse Shipment
9855742,8/4/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,4,"105,000",USD,283,"8,499,750","2,357,406",NA,NA,Warehouse Shipment
9875262,8/5/2022,29336910,CYANURIC CHLORIDE 99.5% MIN,2596000130,PONDY AGRO CHEMICALS PVT.LTD.,"MATHUR ROAD,,PERIAKALAPET","PONDICHERRY,PUDUCHERRY",605014,CHENNAI SEA (INMAA1),SEA,"YNNOVATE SANZHENG (YINGKOU)FINE CHEMICALS CO.,LTD,",NA,NA,NA,CHINA,16,MT,"4,080","63,240",USD,"328,389","5,090,032","1,411,720",NA,NA,House Consumption
9892525,8/6/2022,29336990,CYANURIC CHLORIDE 99.5% MIN. AS PER INVOICE,817509593,MCFILLS ENTERPRISES PRIVATE LIMITED,"501, 5TH FLOOR, SHIKHAR COMPLEX,,N  R.RLY. CROSSING, NAVRANGPURA,","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"20,000",KGS,4,"79,000",USD,317,"6,339,750","1,282,848",NA,NA,House Consumption
9901709,8/6/2022,29336990,CYANURIC ACID FOR SYNTHESIS 1PCS X 250GMS,788013262,MERCK LIFE SCIENCE PRIVATE LIMITED,"GODREJ ONE, 8TH FLR, PIROJSHANAGAR,  EASTERN EXPRESS HIGHWAY VIKHROLI-E",MUMBAI,400079,SAHAR AIR CARGO ACC (INBOM4),AIR,MERCK KGAA,NA,NA,NA,GERMANY,0,KGS,"4,735","1,184",INR,"4,742","1,186",329,NA,NA,House Consumption
9921856,8/8/2022,29336990,CYANURIC CHLORIDE 99.5% MIN,308073908,RUMIT LIFE CARE,"406 KALIANDAS UDYOG BHAVAN,,NEAR C  ENTURY BAZAR,PRABHADEVI","MUMBAI,MAHARASHTRA",400025,NHAVA SHEVA SEA (INNSA1),SEA,CIDIC HOLDING CO . LIMITED,NA,NA,NA,CHINA,"30,000",KGS,4,"120,450",USD,322,"9,666,113","2,680,896",NA,NA,House Consumption
9952041,8/10/2022,29336910,CYANURIC CHLORIDE,508083281,CLARIANT INDIA LIMITED,"RELIABLE TECH PARK, GUT NO. 31,,VI  LLAGE EITHAN, AIROLI,OFF-THANE-","NAVI MUMBAI,MAHARASHTRA",400708,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"5,000",KGS,5,"23,500",USD,377,"1,885,875","367,463",NA,NA,House Consumption
9956129,8/10/2022,29336910,CYANURIC CHLORIDE,300073259,HUNTSMAN INTERNATIONAL (INDIA) PRIVATE LIMITED,"LIGHTHALL, B-WING, SAKI VIHAR ROAD  ,,ANDHERI","MUMBAI,MAHARASHTRA",400072,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.LTD.,NA,NA,NA,CHINA,"9,000",KGS,4,"39,600",USD,353,"3,177,900","881,391",NA,NA,House Consumption
9942422,8/10/2022,29336910,CYANURIC CHLORIDE QUAL.F,815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,289,"4,334,400","877,066",NA,NA,House Consumption
9942422,8/10/2022,29336910,CYANURIC CHLORIDE QUAL.F,815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,289,"4,334,400","877,066",NA,NA,House Consumption
9942422,8/10/2022,29336910,CYANURIC CHLORIDE QUAL.F,815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,289,"4,334,400","877,066",NA,NA,House Consumption
9984669,8/12/2022,29336910,CYANURIC CHLORIDE QUAL F,388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,252,"3,772,980","763,463",NA,NA,House Consumption
9986416,8/12/2022,29336910,CYANURIC CHLORIDE QUAL F,388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,3,"45,000",EUR,252,"3,772,980","763,463",NA,NA,House Consumption
9992965,8/13/2022,29336910,CYANURIC CHLORIDE,995006369,RAGHUNATH DYECHEM PRIVATE LIMITED,"PLOT NO.21, INDUSTRAIAL ESTATE  KALLUR",KURNOOL,518003,CHENNAI SEA (INMAA1),SEA,HEBEI SHANLI CHEMICALS CO LTD,NA,NA,NA,CHINA,"15,000",KGS,4,"60,000",USD,321,"4,815,000","1,335,440",NA,NA,House Consumption
2022771,8/16/2022,29336910,CYANURIC ACID POWDER,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"QINGDAO DEVELOP CHEMISTRY CO., LTD",NA,NA,NA,CHINA,20,MT,"1,400","28,000",USD,"110,040","2,200,800","610,392",NA,NA,X-Bond Shipment
2023662,8/16/2022,29336910,CYANURIC ACID POWDER,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"QINGDAO DEVELOP CHEMISTRY CO., LTD",NA,NA,NA,CHINA,20,MT,"1,400","28,000",USD,"110,040","2,200,800","610,392",NA,NA,X-Bond Shipment
2023663,8/16/2022,29336910,CYANURIC ACID POWDER,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"QINGDAO DEVELOP CHEMISTRY CO., LTD",NA,NA,NA,CHINA,20,MT,"1,400","28,000",USD,"110,040","2,200,800","610,392",NA,NA,X-Bond Shipment
2023727,8/16/2022,29336910,CYANURIC ACID POWDER,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"QINGDAO DEVELOP CHEMISTRY CO., LTD",NA,NA,NA,CHINA,20,MT,"1,400","28,000",USD,"110,040","2,200,800","610,392",NA,NA,X-Bond Shipment
2036460,8/17/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN.,893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"40,000",KGS,4,"152,000",USD,304,"12,144,800","2,457,500",NA,NA,X-Bond Shipment
2037476,8/17/2022,29336990,CYANURIC CHLORIDE,388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,20,MT,"3,000","60,000",EUR,"252,280","5,045,600","1,020,977",NA,NA,House Consumption
2060564,8/18/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"30,000",KGS,4,"105,000",USD,281,"8,426,250","2,337,021",NA,NA,Warehouse Shipment
2071574,8/19/2022,29336910,CYANURIC ACID,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"SHANDONG WOLAN BIOLOGIC GROUP CO.,LTD.",NA,NA,NA,CHINA,80,MT,"1,280","102,400",USD,"103,040","8,243,200","2,286,252",NA,NA,House Consumption
2073641,8/19/2022,29336910,CYANURIC ACID,388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"SHANDONG WOLAN BIOLOGIC GROUP CO.,LTD.",NA,NA,NA,CHINA,120,MT,"1,280","153,600",USD,"103,040","12,364,800","3,429,377",NA,NA,Warehouse Shipment
2082782,8/20/2022,29336910,CYANURIC CHLORIDE,393062210,ASTIK DYESTUFF PRIVATE LIMITED,"A-8,   VIRAL APARTMENTS,,50 S.V.RO  AD, ANDHERI WEST","MUMBAI,MAHARASHTRA",400058,NHAVA SHEVA SEA (INNSA1),SEA,M/S. HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"15,000",KGS,4,"60,750",USD,326,"4,890,375","989,567",NA,NA,House Consumption
2134759,8/24/2022,29336990,CYANURIC CHLORIDE 99.5% MIN,896009025,KIRI INDUSTRIES LIMITED,"7TH FLOOR,HASUBHAI CHAMBER, OPP-,T  OWN HALL, ELLISBRIDGE","AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"15,000",KGS,4,"63,000",USD,336,"5,033,700",0,NA,NA,X-Bond Shipment
2143625,8/24/2022,29336910,CYANURIC CHLORIDE (CYANURIC ACID SALT),314030484,SOLENIS CHEMICALS INDIA PRIVATE LIMITED,"5A, 5TH FLOOR, VASUNDHARA SPACE,  S NO 167/1 & S NO 168/1, NAGRAS ROA",PUNE,411007,NHAVA SHEVA SEA (INNSA1),SEA,HEBEI CHENGXIN CO. LTD,NA,NA,NA,CHINA,"6,000",KGS,4,"24,600",USD,330,"1,980,300",0,NA,NA,House Consumption
2131732,8/24/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"6,250",KGS,2,"10,000",EUR,138,"862,250","174,476",NA,NA,House Consumption
2131732,8/24/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"7,500",KGS,2,"12,000",EUR,138,"1,034,700","209,372",NA,NA,House Consumption
2171081,8/26/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN.,893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"40,000",KGS,4,"148,000",USD,298,"11,914,000","2,410,798",NA,NA,House Consumption
2171884,8/26/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN.,893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,NHAVA SHEVA SEA (INNSA1),SEA,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"40,000",KGS,4,"148,000",USD,298,"11,914,000","2,410,798",NA,NA,House Consumption
2166292,8/26/2022,29336910,CYANURIC CHLORIDE,388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,HEBEI SHANLI CHEMICAL CO. LTD.,NA,NA,NA,CHINA,"30,000",KGS,4,"111,000",USD,298,"8,935,500","1,741,082",NA,NA,House Consumption
2213004,8/29/2022,29336990,CYANURIC CHLORIDE,888026056,NICHEM INDUSTRIES,"C 1 265 PHASE II,G I D C VATVA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH TRADELINK PVT LTD (RAKFTZ BRANCH),NA,NA,NA,CHINA,"15,000",KGS,4,"66,750",USD,350,"5,246,550","1,061,639",NA,NA,X-Bond Shipment
2208689,8/29/2022,29336990,CYANURIC CHLORIDE,388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,HEBEI SHANLI CHEMICAL CO LTD.,NA,NA,NA,CHINA,38,MT,"3,475","131,807",USD,"279,738","10,610,443","2,147,023",NA,NA,House Consumption
2208689,8/29/2022,29336990,CYANURIC CHLORIDE,388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,HEBEI SHANLI CHEMICAL CO LTD.,NA,NA,NA,CHINA,62,MT,"3,475","215,693",USD,"279,738","17,363,307","3,513,465",NA,NA,House Consumption
2205329,8/29/2022,29336990,CYANURIC CHLORIDE,388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,HEBEI SHANLI CHEMICAL CO LTD.,NA,NA,NA,CHINA,100,MT,"3,475","347,500",USD,"279,738","27,973,750","5,660,488",NA,NA,House Consumption
2224134,8/30/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"35,000",KGS,4,"129,500",USD,298,"10,424,750","2,891,304",NA,NA,Warehouse Shipment
2224156,8/30/2022,29336910,CYANURIC CHLORIDE 99.5 PCT MIN,815908156,MEGHMANI DYES AND INTERMEDIATES LLP,"PLOT NO 96 97 98 99 100A 102 103,P  HASE II GIDC IND ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,YNNOVATE SANZHENG (YINGKOU) FINE CH,NA,NA,NA,CHINA,"36,000",KGS,4,"133,200",USD,298,"10,722,600","2,973,913",NA,NA,Warehouse Shipment
2221929,8/30/2022,29336990,CYANURIC CHLORIDE,313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"53,400",USD,287,"4,298,700","869,842",NA,NA,House Consumption
2231869,8/30/2022,29336990,CYANURIC CHLORIDE,388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,NHAVA SHEVA SEA (INNSA1),SEA,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,15,MT,"3,000","45,000",EUR,"257,890","3,868,350","782,761",NA,NA,House Consumption
2222974,8/30/2022,29336990,CYANURIC CHLORIDE,898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD",NA,NA,NA,CHINA,"30,000",KGS,4,"111,000",USD,292,"8,763,450","1,773,284",NA,NA,X-Bond Shipment
2223002,8/30/2022,29336990,CYANURIC CHLORIDE AS PER INV,898001641,AMTEX DYECHEM INDUSTRIES,"PLOT NO. 280- 281-282, OPP. VATVA,  RAILWAY STATION, GIDC, PHASE II, VA","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,HINDPRAKASH INDUSTRIES FZE,NA,NA,NA,CHINA,"15,000",KGS,4,"60,750",USD,326,"4,890,375","989,567",NA,NA,House Consumption
2256064,9/1/2022,29336990,CYANURIC CHLORIDE (AS PER INVOICE),0895006367,EVERGREEN INDUSTRIES,"C-1B, 90/14, 90/13.  PHASE-I GIDC E  B/H BANK OF INDIA VATVA,",AHMEDABAD,382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,HEBEI SHANLI CHEMICAL CO.LTD.,NA,NA,NA,CHINA,"10,147",KGS,4,"38,051",USD,302,"3,063,126","619,823",NA,NA,House Consumption
